,rank,title,writer,year,citations,url,pdf_url,citations_url,explanation_detail,methodlist,objectlist,achivementlist
334,337.0,[引用][C] トピックス: シャンデリア眼内照明による角膜混濁症例の白内障手術,島千春 -  - 眼科手術,2008,2.0,,,"https://scholar.google.co.jp/scholar?cites=3699747959909912439&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] トピックス : シャンデリア 眼 内 照明,,角膜 混濁 症例 白内障 手術
335,338.0,[引用][C] 視覚障害者歩行支援の蛍光灯通信位置情報システム (特集 照明技術),"伏見竜， 牧野秀夫， 長添和史 - パナソニック電工技報,  - ci.nii.ac.jp",2009,2.0,https://ci.nii.ac.jp/naid/40016950820/,,"https://scholar.google.co.jp/scholar?cites=11908645667983836106&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 視覚 障害 者 歩行 支援 蛍光 灯 通信 位置 情報 システム ( 特集 照明 技術 )
336,339.0,[引用][C] LED 照明による工作機械の操作安全性の飛躍的向上; ヒューマン・インタフェース学会,"池田昌順 - ヒューマンインタフェースシンポジウム, ",2009,2.0,,,"https://scholar.google.co.jp/scholar?cites=2349355584704481507&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] LED 照明,,工作 機械 操作 安全 性 飛躍 的 向上 ; ヒューマン インタフェース 学会
337,340.0,「二子玉川ライズ/ガレリア」 IALD 国際照明デザイナー協会デザイン賞優秀賞・受賞に寄せて,"東海林弘靖 - 照明学会誌,  - ci.nii.ac.jp",2013,1.0,https://ci.nii.ac.jp/naid/110009578822/,,"https://scholar.google.co.jp/scholar?cites=15515952199456824822&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,二子 玉川 ライズ / ガレリア IALD 国際 照明 デザイナー 協会 デザイン 賞 優秀 賞 受賞
338,341.0,< 研究論文> 三原色型白色 LED による高速照明光通信の一検討,"望月輝， 藤本暢宏 - 近畿大学工学部研究報告,  - kindai.repo.nii.ac.jp",2010,1.0,https://kindai.repo.nii.ac.jp/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=7310&item_no=1&page_id=13&block_id=21,,"https://scholar.google.co.jp/scholar?cites=8251453364142172014&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,< 研究 論文 > 三 原色 型 白色 LED,,高速 照明 光通信 一 検討
339,342.0,トンネル照明を対象とした空間的照度分布の推定,"早矢仕廉太郎， 平川恵士， 小濱健吾… - 土木学会論文集 F (建設 …,  - jstage.jst.go.jp",2013,1.0,https://www.jstage.jst.go.jp/article/jscejcm/69/4/69_I_19/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=70171695301035618&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,トンネル 照明,空間 的 照度 分布 推定
340,343.0, 在離席管理機構を組み込んだ照明の分散最適制御システム,"三木光範， 松谷和樹， 吉見真聡… - 日本建築学会第  回 …,  - mikilab.doshisha.ac.jp",2012,1.0,http://mikilab.doshisha.ac.jp/achieve/data/2012/resume/aij2012_matsutani.pdf,,"https://scholar.google.co.jp/scholar?cites=6017958337338019757&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,離 席 管理 機構 照明 分散 最適 制御 システム
341,344.0,カルマンフィルタを用いた照明変化に頑健な移動物体検出法,"柄澤伸治， 日高浩一 - 自動制御連合講演会講演論文集 第  回自動 …,  - jstage.jst.go.jp",2008,1.0,https://www.jstage.jst.go.jp/article/jacc/51/0/51_0_266/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=7653403840585710182&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,カルマンフィルタ,,照明 変化 頑健 移動 物体 検出 法
342,345.0,知的照明システムにおける省エネルギー性向上を実現する消灯制御,"三木光範， 米本洋幸， 小野景子… - 電子情報通信学会論文誌 …,  - search.ieice.org",2012,1.0,https://search.ieice.org/bin/summary.php?id=j95-d_12_2072,,"https://scholar.google.co.jp/scholar?cites=6323199323273822810&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,知的 照明 システム,省エネルギー 性 向上 実現 消灯 制御
343,346.0, LED 照明が採卵鶏の産卵性及び経済性に及ぼす影響,"龍田健， 黒枝浩二 - 兵庫県農業技術センター研究報告 (畜産 …,  - hyogo-nourinsuisangc.jp",2012,1.0,http://hyogo-nourinsuisangc.jp/3-k_seika/kenpo/kht48pdf/kht4805.pdf,,"https://scholar.google.co.jp/scholar?cites=6276218708191240955&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,LED 照明 採卵 鶏 産卵 性 経済 性 影響
344,347.0,鏡面・拡散反射成分分離のための照明パターンの最適化,"森隆浩， 日浦慎作， 佐藤宏介 - 研究報告コンピュータビジョンと …,  - ipsj.ixsq.nii.ac.jp",2010,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=69562&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=7496866652866508586&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,鏡面 拡散 反射 成分 分離,照明 パターン 最適 化
345,348.0,色モード境界輝度による空間の明るさ感評価,"山口秀樹， 篠田博之 - 照明学会誌,  - jlc.jst.go.jp",2007,15.0,http://jlc.jst.go.jp/JST.JSTAGE/jieij/91.266?from=Google,,"https://scholar.google.co.jp/scholar?cites=12134566717599050822&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,色 モード 境界 輝度,,空間 さ 感 評価
346,349.0,知的照度センサを用いた知的照明システムの開発,"雨宮明日香， 三木光範， 廣安知之 - 電子情報通信学会論文誌 D,  - search.ieice.org",2009,1.0,https://search.ieice.org/bin/summary.php?id=j92-d_6_793,,"https://scholar.google.co.jp/scholar?cites=16722035232415064283&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,知的 照度 センサ,,知的 照明 システム 開発
347,350.0,"あらためて照明について考える (< シリーズ> 著者が書く"" 論文活用マニュアル""< 第 4 回>)","篠田博之 - 日本色彩学会誌,  - ci.nii.ac.jp",2012,1.0,https://ci.nii.ac.jp/lognavi?name=ndld&lang=ja&id=http://dl.ndl.go.jp%2Finfo%3Andljp%2Fpid%2F10749696&naid=110009432513,,"https://scholar.google.co.jp/scholar?cites=15438073212906589130&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,"照明 (< シリーズ > 著者 "" 論文 活用 マニュアル ""< 4 回 >)"
348,351.0,照明光通信と次世代電力線通信の融合に向けた白色 LED 広帯域化の検討,"寺内梨奈， 春山真一郎， 中川正雄 - 電子情報通信学会技術研究報告. IN …,  - ci.nii.ac.jp",2007,1.0,https://ci.nii.ac.jp/naid/110006248612/,,"https://scholar.google.co.jp/scholar?cites=15898528103349622167&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,照明 光通信 次世代 電力 線 通信 融合,白色 LED 広帯域 化 検討
349,352.0,多方向照明 HDR 画像からのメゾ構造に基づく触感提示システム,"野村和義， 尹新， 坂口嘉之， 田中弘美 - 電子情報通信学会論文誌 D,  - search.ieice.org",2010,1.0,https://search.ieice.org/bin/summary.php?id=j93-d_10_2326,,"https://scholar.google.co.jp/scholar?cites=14730495204156627220&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,多方向 照明 HDR 画像 メゾ 構造,,触感 提示 システム
350,353.0,直接成分と間接成分の分離に基づく照明光の伝播解析,"那須督， 日浦慎作， 佐藤宏介 - 情報処理学会論文誌コンピュータ …,  - ipsj.ixsq.nii.ac.jp",2008,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=17920&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=4400760377327598483&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,直接 成分 間接 成分 分離,,照明 光 伝播 解析
351,354.0, 部分画像検索における色相特徴と照明不変特徴< i> H´< i> の比較,"松本亘， 亀山啓輔 - 研究報告オーディオビジュアル複合情報 …,  - adapt.cs.tsukuba.ac.jp",2012,1.0,http://www.adapt.cs.tsukuba.ac.jp/~matsumoto/report/IE121206.pdf,,"https://scholar.google.co.jp/scholar?cites=12923113344503419211&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,部分 画像 検索,色相 特徴 照明 不変 特徴 < i > H ´< i > 比較
352,355.0, カメラと照明の方向が無表情顔の印象に及ぼす影響,"尾田政臣 - 立命館人間科学研究,  - ritsumeihuman.com",2007,1.0,https://www.ritsumeihuman.com/uploads/publication/ningen_14/ningen14_oda.pdf,,"https://scholar.google.co.jp/scholar?cites=6102383367972548265&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,カメラ 照明 方向 無表情 顔 印象 影響
353,356.0,在席状況に基づくオフィス照明調光制御システムの開発,"金子洋介， 北上眞二， 安田晃久， 竹中友哉… - 電気学会論文誌 C …,  - jstage.jst.go.jp",2013,1.0,https://www.jstage.jst.go.jp/article/ieejeiss/133/7/133_1356/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=6027776382377183824&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,在席 状況,,オフィス 照明 調 光 制御 システム 開発
354,357.0,商業店舗の照明設計チャート開発のための基礎的研究,"小�ｱ美希， 平手小太郎 - 日本建築学会環境系論文集,  - jstage.jst.go.jp",2016,1.0,https://www.jstage.jst.go.jp/article/aije/81/724/81_503/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=7935058335703049820&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,商業 店舗 照明 設計 チャート 開発,基礎 的 研究
355,358.0,動的背景予測モデルによる照明条件変動下での物体検出,"島田敬士， 田中達也， 有田大作… - 情報処理学会研究報告 …,  - ipsj.ixsq.nii.ac.jp",2008,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=51911&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=16497615101908709723&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,動的 背景 予測 モデル,,照明 条件 変動 下 物体 検出
356,359.0, 青色防犯灯による防犯効果と青色・白色複合 LED 照明の開発,"平伸二 - 福山大学こころの健康相談室紀要,  - fukuyama-u.repo.nii.ac.jp",2010,1.0,https://fukuyama-u.repo.nii.ac.jp/?action=repository_action_common_download&item_id=5718&item_no=1&attribute_id=18&file_no=1,,"https://scholar.google.co.jp/scholar?cites=18262245792573493157&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,青色 防犯 灯,,防犯 効果 青色 白色 複合 LED 照明 開発
357,360.0,非視覚的作用をもたらす受光器 (< 特集> 照明研究部会),"高橋良香 - 日本生理人類学会誌,  - jstage.jst.go.jp",2011,1.0,https://www.jstage.jst.go.jp/article/jjpa/16/1/16_KJ00007177008/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=16330061995990150875&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,視覚 的 作用 受光 器 (< 特集 > 照明 研究 部会 )
358,361.0,空間的に変調された照明光を用いた電子透かし技術,"石川安則， 上平員丈， 谷中一寿 - 日本画像学会誌,  - jstage.jst.go.jp",2009,1.0,https://www.jstage.jst.go.jp/article/isj/48/5/48_5_384/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14416530235219654648&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,空間 的 変調 照明 光,,電子 透かし 技術
359,362.0,LED 照明が業務用建物の空調負荷とエネルギー消費に与える影響,"宮岡洋一， 中山浩， 寺西勇太， 吉澤望… - 日本冷凍空調学会論文 …,  - jstage.jst.go.jp",2016,1.0,https://www.jstage.jst.go.jp/article/tjsrae/33/2/33_16-01_OA/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=5778206385535173334&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,LED 照明 業務 用 建物 空調 負荷 エネルギー 消費 影響
360,363.0,照明制御を用いた屋内位置推定高速化手法の基本的検討,"西原尚宏， 間博人， 谷口総一朗… - 研究報告ユビキタス …,  - ipsj.ixsq.nii.ac.jp",2014,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=99019&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=9230339230394135180&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照明 制御,,屋内 位置 推定 高速 化 手法 基本 的 検討
361,364.0,ウィンドウレス鶏舎内における赤色 LED による照明が卵の生産と経済性に及ぼす影響,"池谷守司， 松井繁幸 - 静岡県畜産技術研究所中小家畜研究センター研究 …,  - ci.nii.ac.jp",2013,1.0,https://ci.nii.ac.jp/naid/120005580144/,,"https://scholar.google.co.jp/scholar?cites=6201547545300682164&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,ウィンドウ レス 鶏舎 内 赤色 LED,,照明 卵 生産 経済 性 影響
362,365.0,Local Binary Pattern の隣接関係に基づく照明変動に頑健な特徴抽出,"野坂龍佑， 大川泰弘， 福井和広 - 研究報告コンピュータビジョンと …,  - ipsj.ixsq.nii.ac.jp",2011,1.0,https://ipsj.ixsq.nii.ac.jp/ej/index.php?active_action=repository_view_main_item_detail&page_id=13&block_id=8&item_id=77286&item_no=1,,"https://scholar.google.co.jp/scholar?cites=1942455160360323939&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,Local Binary Pattern 隣接 関係,,照明 変動 頑健 特徴 抽出
363,366.0,色相に着目した灰色仮説に基づく照明光推定法の一提案,"川村春美， 米村俊一， 大谷淳… - 研究報告オーディオ …,  - ipsj.ixsq.nii.ac.jp",2010,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=70202&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=9208540809115420385&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,色相 灰色 仮説,,照明 光 推定 法 一 提案
364,367.0,"40049 LED 知的照明システム, 幅射空調を導入した 「低炭素型実証オフィス」 の運用実態: その 5 知的照明システムの使用実態について (省エネルギー, 環境工学 I)","鄭新源， 吉田英美， 宮下秀雄， 中村駿介… - 学術講演梗概集. D- …,  - ci.nii.ac.jp",2010,1.0,https://ci.nii.ac.jp/naid/110008114163/,,"https://scholar.google.co.jp/scholar?cites=1152088901442986060&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,40049 LED 知的 照明 システム 幅 空調 導入 炭素 型 実証 オフィス 運用 実態 : 5 知的 照明 システム 使用 実態 ( 省エネルギー 環境 工学 I )
365,368.0, 種々の波長の LED 照明がアオジソの花芽分化抑制と生育に及ぼす影響,"後藤美奈子， 白谷嘉朗， 長屋浩治， 杉浦英博… - 愛知県農業総合試験場 …,  - pref.aichi.jp",2014,1.0,https://www.pref.aichi.jp/uploaded/attachment/50300.pdf,,"https://scholar.google.co.jp/scholar?cites=14885398184580741796&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,種々 波長 LED 照明 アオジソ 花芽 分化 抑制 生育 影響
366,369.0,照明による輝度変化の影響を考慮した携帯端末用ネイルアートシミュレーションに関する検討,"津田藍花， 上野智史， 酒澤茂之， 半谷精一郎 - 電子情報通信学会技術研究 …,  - ci.nii.ac.jp",2011,1.0,https://ci.nii.ac.jp/naid/110008675680/,,"https://scholar.google.co.jp/scholar?cites=13542120803347338857&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照明,,輝度 変化 影響 考慮 携帯 端末 用 ネイルアートシミュレーション 検討
367,370.0,ドーム型照明を用いた非接触式測色システムの開発その 1: 自由曲面試料の色彩測定,"酒井英樹， 磯見麻衣， 伊與田浩志 - 日本色彩学会誌,  - jstage.jst.go.jp",2017,1.0,https://www.jstage.jst.go.jp/article/jcsaj/41/3+/41_10/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=3666978503406460743&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,ドーム 型 照明,,接触 式 色 システム 開発 1 : 自由 曲面 試料 色彩 測定
368,371.0,"[引用][C] 光害回避型照明の視認性評価, カラーフォーラム JAPAN2009 論文集",原田陽子， 山本晴彦， 岩谷潔， 森博隆， 山北敦子 - ,2009,2.0,,,"https://scholar.google.co.jp/scholar?cites=15980121321893267006&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 光 害 回避 型 照明 視認 性 評価 カラー フォーラム JAPAN 2009 論文 集
369,372.0,[引用][C] ステレオビジョンを用いた照明の変化にロバストな自己位置推定,"入江清， 吉田智章， 友納正裕 - 第  回日本ロボット学会学術講演会, Q-, ",2010,2.0,,,"https://scholar.google.co.jp/scholar?cites=900666363200784206&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] ステレオ ビジョン,,照明 変化 ロバ スト 自己 位置 推定
370,373.0,[引用][C] 内装材と照明の変化による居室の印象評価に関する研究,"杉田佳奈美 - 学術講演梗概集. D-, 環境工学 I, 室内音響・音環境, 騒音 …, ",2009,2.0,,,"https://scholar.google.co.jp/scholar?cites=13161285632457912101&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] 内装 材 照明 変化,,居室 印象 評価 研究
371,374.0,[引用][C] DLP プロジェクタ照明下における物体の質感表現,"山本， 鶴瀬， 植田， 津村， 中口， 三宅 - 日本写真学会誌, ",2005,2.0,,,"https://scholar.google.co.jp/scholar?cites=10841854425655440557&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] DLP プロジェクタ 照明 下,物体 質感 表現
372,375.0,"[引用][C] 照明の分光分布と色温度の違いがものの見え方の感性評価におよぼす影響, 日本感性工学会大会予稿集",山岸未沙子， 永田雅典， 山羽和夫 - ,2006,2.0,,,"https://scholar.google.co.jp/scholar?cites=65431710753669299&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 照明 分光 分布 色 温度 違い もの 見え 方 感性 評価 影響 日本 感性 工 学会 大会 予稿 集
373,376.0,[引用][C] 内視鏡の新しい展開 照明光の特性と内視鏡] NBI (Narrow Band Imaging) NBI のイメージング理論,後野和弘 -  - 臨床消化器内科,2005,2.0,,,"https://scholar.google.co.jp/scholar?cites=5468981326690237383&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 内 視 鏡 展開 照明 光 特性 内 視 鏡 ] NBI ( Narrow Band Imaging ) NBI イメージング 理論
374,377.0,[引用][C] 照明光帯域変更の試みの変遷,"丹羽 - 臨牀消化器内科,  - ci.nii.ac.jp",2006,2.0,https://ci.nii.ac.jp/naid/10030293080/,,"https://scholar.google.co.jp/scholar?cites=6026797875515126559&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 照明 光 帯域 変更 試み 変遷
375,378.0,[引用][C] LED 船上照明の紹介,"藤原里美 - 海洋水産エンジニアリング,  - ci.nii.ac.jp",2010,2.0,https://ci.nii.ac.jp/naid/40016970238/,,"https://scholar.google.co.jp/scholar?cites=11570450243635065255&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] LED 船上 照明 紹介
376,379.0,"[引用][C] 癒される照明の認知プロセスモデルー照明の光色および"" インテリア性"" が室内空間の印象に及ぼす相互作用的影響","後藤， 靖宏 - 北星論集, ",2009,2.0,,,"https://scholar.google.co.jp/scholar?cites=7925983198093605300&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,"[ 引用 ][ C ] 照明 認知 プロセスモデルー 照明 光 色 "" インテリア 性 "" 室内 空間 印象 相互 作用 的 影響"
377,380.0,[引用][C] 衣料品の色印象に及ぼす照明の影響,李恩禎， 森川陽 -  - 日本繊維製品消費科学会,2011,2.0,,,"https://scholar.google.co.jp/scholar?cites=1885257630945204059&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 衣料 品 色 印象 照明 影響
378,381.0,[引用][C] 日本人の肌の色を好ましく見せる LED 照明の開発 その 1: 分光分布の検討,"山口サヤカ - 日本色彩学会誌, ",2012,2.0,,,"https://scholar.google.co.jp/scholar?cites=812674868459968840&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 日本人 肌 色 LED 照明 開発 1 : 分光 分布 検討
379,382.0,[引用][C] 防犯環境設計からみた住宅地における夜間照明の実態,"木梨真知子 - 土木計画学研究 講演集, . ,  - ci.nii.ac.jp",2007,2.0,https://ci.nii.ac.jp/naid/10020954002/,,"https://scholar.google.co.jp/scholar?cites=10663197402829845010&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] 防犯 環境 設計 住宅 地,夜間 照明 実態
380,383.0,[引用][C] 日本人の肌の色を好ましく見せる LED 照明の開発 その 1: 評価方法の検討,"岩井彌 - 日本色彩学会誌, ",2012,2.0,,,"https://scholar.google.co.jp/scholar?cites=6280034933741349951&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 日本人 肌 色 LED 照明 開発 1 : 評価 方法 検討
381,384.0,"[引用][C] P-14 照明と反射のスペクトルと色の関係を確かめる実験 (ポスター発表, 第 41 回全国大会要旨集)","中川貴 - 日本色彩学会誌,  - ci.nii.ac.jp",2010,2.0,https://ci.nii.ac.jp/naid/110007610054/,,"https://scholar.google.co.jp/scholar?cites=16093454757776085374&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] P - 14 照明 反射 スペクトル 色 関係 実験 ( ポスター 発表 41 回 全国 大会 要旨 集 )
382,385.0,[引用][C] LED 照明を用いた誘導システムの活用に関する研究―ロービジョン者の視覚特性と歩行特性に関する研究―,"柳原崇男， 北川博巳 - 平成  年度兵庫県立福祉のまちづくり工学研究所報告集, ",2007,2.0,,,"https://scholar.google.co.jp/scholar?cites=6045272060710325476&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] LED 照明,,誘導 システム 活用 研究 ロー ビジョン 者 視覚 特性 歩行 特性 研究
383,386.0,"[引用][C] 面型パターン照明を用いた凹凸判定機能付き欠陥検査法の開発, 2005 年度精密工学会春季大会学術講演会論文集",杉野直規， 森川香織， 山根八洲男 - ,2005,2.0,,,"https://scholar.google.co.jp/scholar?cites=5391553582751731259&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] 面 型 パターン 照明 凹凸 判定 機能,,欠陥 検査 法 開発 2005 年度 精密 工 学会 春季 大会 学術 講演 会 論 文集
384,387.0,[引用][C] 人にやさしい空間生体リズムに配慮したタスク・アンビエント照明の光環境が心理・生理に与える影響 (その 2) 被験者の心理・生理反応,"高橋 - 日本建築学会大会学術講演梗概集, ",2012,2.0,,,"https://scholar.google.co.jp/scholar?cites=11632334955890278402&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 人 空間 生体 リズム 配慮 タスク・アンビエント 照明 光 環境 心理 生理 影響 ( 2 ) 被験者 心理 生理 反応
385,388.0,近赤外線パルス照明とステレオカメラを用いた運転手の頭部追跡手法,"小西晋平， 黒木修隆， 山根知之， 沼昌宏… - 情報処理学会研究報告 …,  - ipsj.ixsq.nii.ac.jp",2005,1.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=45640&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=2751483776185652689&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,近赤外線 パルス 照明 ステレオ カメラ,,運転 手 頭部 追跡 手法
386,389.0,住宅照明中のブルーライトが体内時計と睡眠覚醒に与える影響,"綾木雅彦， 森田健， 坪田一男 - 住総研研究論文集,  - jstage.jst.go.jp",2016,1.0,https://www.jstage.jst.go.jp/article/jusokenronbun/42/0/42_1408/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=15269805188797092607&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,住宅 照明 中 ブルー ライト 体内 時計 睡眠 覚醒 影響
387,390.0,1103 画像処理によるピーマンの認識性能についての考察: いろいろな照明による違い (ロボティクス・メカトロニクス I),"生友健太， 岡宏一， 北村晋介… - 中国四国支部総会・講演会 …,  - jstage.jst.go.jp",2008,1.0,https://www.jstage.jst.go.jp/article/jsmecs/2008.46/0/2008.46_413/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=10564126492637132033&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,1103 画像 処理,,ピーマン 認識 性能 考察 : いろいろ 照明
388,391.0,照明設置位置ならびに注視箇所のくつろぎ時の適正照度への影響,"石田享子， 井上容子 - 日本建築学会環境系論文集,  - jlc.jst.go.jp",2009,1.0,http://jlc.jst.go.jp/JST.JSTAGE/aije/74.1123?from=Google,,"https://scholar.google.co.jp/scholar?cites=2033919155815526446&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,照明 設置 位置 注視 箇所 時 適正 照度 影響
389,392.0,山形県金山町大堰公園の景観特性を表出させた低輝度分散照明,"小林茂雄， 上村文也， 久下博久， 青柳美佳 - 照明学会誌,  - jstage.jst.go.jp",2016,1.0,https://www.jstage.jst.go.jp/article/jieij/100/2/100_82/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=18249693056591217347&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,山形 県 金山 町 大堰 公園 景観 特性 表出 輝度 分散 照明
390,393.0, 顔認証技術とその応用,"今岡仁， 早坂昭裕， 森下雄介， 佐藤敦， 広明敏彦 - NEC 技報,  - jpn.nec.com",2010,8.0,https://jpn.nec.com/techrep/journal/g10/n03/pdf/100306.pdf,,"https://scholar.google.co.jp/scholar?cites=11354177186331659393&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,顔 認証 技術 応用
391,394.0, 都市河川に架かる歴史的橋梁の構造形態を考慮した夜景照明手法,"狩野哲志， 窪田陽一， 深堀清隆 - 景観・デザイン研究論文集,  - jsce.or.jp",2006,1.0,https://www.jsce.or.jp/library/open/proc/maglist2/00897/2005/pdf/A71D.pdf,,"https://scholar.google.co.jp/scholar?cites=7520074088642680561&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,都市 河川 歴史 的 橋梁 構造 形態 考慮 夜景 照明 手法
392,395.0,J-11 省エネルギーファサードシステムの検討: 照明エネルギー及び空調エネルギー削減効果の試算結果,"伊藤清， 鈴木道哉 - 空気調和・衛生工学会大会 学術講演論文集 平成  …,  - jstage.jst.go.jp",2012,1.0,https://www.jstage.jst.go.jp/article/shasetaikai/2012.1/0/2012.1_1029/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=5797413868940874569&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,J - 11 省エネルギー ファサードシステム 検討 : 照明 エネルギー 空調 エネルギー 削減 効果 試算 結果
